"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI"	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae"	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae"	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae"	"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae"	"Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium]_methylpentosum_group"	"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae"	"Bacteria;Firmicutes;Bacilli;Thermicanales;Thermicanaceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae"	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae"	"Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae"	"Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae"	"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;uncultured"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae"	"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae"	"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae"
"16S-C-F10-L3_e0017-3-C-F10"	20169	33982	13685	12558	11837	2173	3855	1733	6949	0	1733	1391	2619	2565	1476	776	175	0	602	82	189	32	230	139	14	28	0	5	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F11-L0_e0017-0-C-F11"	31858	61682	20078	22365	18492	12613	8230	255	21181	0	4150	2036	5205	10174	3600	2200	120	41	993	203	319	90	634	658	43	81	0	37	30	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F11-L1_e0017-1-C-F11"	20723	46369	17635	15060	1636	8054	6286	6139	11577	0	2567	3317	3703	8968	1807	682	76	39	1150	133	257	117	221	200	58	30	0	9	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F11-L2_e0017-2-C-F11"	10589	20715	9698	8784	11254	9498	2875	143	8885	22	5941	711	1698	93	637	542	248	68	221	103	10	184	60	28	30	25	0	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F11-L3_e0017-3-C-F11"	18767	37891	13226	16865	12353	2680	5228	3896	9074	0	2297	1237	2411	1868	1214	690	431	54	809	66	113	8	338	38	42	67	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F12-L0_e0017-0-C-F12"	34260	50099	506	20760	653	1622	815	19650	6698	0	3345	1431	3369	0	1412	2122	886	133	166	185	0	25	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F12-L1_e0017-1-C-F12"	22027	34397	14353	14234	1398	5090	4798	6734	9307	0	2040	2219	3993	7888	943	595	82	4	701	95	190	71	143	141	37	25	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F12-L2_e0017-2-C-F12"	13161	28223	479	11392	26	4359	819	5839	11933	0	3584	2411	4790	0	1650	459	352	382	111	125	0	26	51	25	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F12-L3_e0017-3-C-F12"	12512	30816	10454	10872	1255	1477	9262	84	7969	0	2031	1223	2264	960	2207	1448	54	6	583	53	178	0	355	113	19	17	0	0	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F2-L0_e0017-0-C-F2"	2558	4215	86	2023	65	43	232	2972	388	9	193	136	325	15	99	0	285	0	4	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F2-L1_e0017-1-C-F2"	3660	6421	1786	2321	1088	1074	1438	153	1407	0	292	237	473	379	299	247	6	3	76	9	36	8	45	71	4	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F2-L2_e0017-2-C-F2"	3278	3291	358	1824	151	636	430	1358	1146	0	167	102	318	133	190	427	23	0	6	11	0	7	24	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F2-L3_e0017-3-C-F2"	3869	5398	1855	1974	2159	438	689	76	898	0	308	186	456	461	236	187	9	0	77	4	32	0	84	12	2	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F3-L0_e0017-0-C-F3"	13465	26766	11643	10849	6792	8583	2348	772	6639	0	2540	840	2157	547	2135	1360	210	18	550	66	70	59	294	525	50	49	0	30	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F3-L1_e0017-1-C-F3"	14886	29043	8571	10828	5018	4299	7046	1116	8232	0	1584	1254	2160	2939	1261	625	48	11	508	87	271	45	232	207	46	34	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F3-L2_e0017-2-C-F3"	6977	13297	4463	7129	7226	4774	1667	1479	5784	33	1600	365	841	72	469	347	59	24	146	65	0	65	75	170	50	17	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F3-L3_e0017-3-C-F3"	13936	21215	7961	8668	10677	3317	1953	645	4167	56	1418	788	1670	2128	811	676	135	4	365	31	117	3	355	56	13	32	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F4-L0_e0017-0-C-F4"	23655	51851	11953	18404	4722	10267	4135	298	8627	0	3719	1444	3222	723	2661	1823	197	10	993	48	116	74	456	1050	52	63	0	41	22	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F4-L1_e0017-1-C-F4"	17584	34772	15141	13575	8120	9961	3426	3436	11587	0	2422	2237	2668	3047	1221	903	249	11	883	107	334	119	301	187	51	56	0	26	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F4-L2_e0017-2-C-F4"	7774	16265	7734	7427	9771	7455	731	889	7759	41	1788	555	1207	17	1063	374	198	14	273	82	156	66	107	83	19	22	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F4-L3_e0017-3-C-F4"	22577	39970	11878	16961	6596	3972	1142	758	7325	0	2311	1686	3849	706	2030	426	122	13	667	45	150	3	187	148	36	46	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F5-L0_e0017-0-C-F5"	19050	43076	15405	12993	1989	13837	5257	367	8949	0	3742	1215	2691	3050	3922	796	78	35	1079	31	116	69	792	220	71	79	0	48	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F5-L1_e0017-1-C-F5"	18684	35246	13705	10597	2852	9292	3830	1273	7907	0	1748	2257	2093	3620	1121	580	113	10	787	75	172	90	182	271	37	43	0	8	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F5-L2_e0017-2-C-F5"	11288	23448	7678	9985	7718	3163	3377	370	7957	31	2203	558	1187	516	901	718	34	16	319	63	141	92	203	0	21	32	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F5-L3_e0017-3-C-F5"	26793	49493	24179	16906	21812	9491	4733	2333	11433	0	3352	2018	4187	2409	1499	811	492	13	1294	148	301	87	478	432	35	62	0	9	13	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F6-L0_e0017-0-C-F6"	16637	41746	11415	14566	899	11291	7809	78	7900	0	3439	1148	1928	2372	2546	490	38	23	660	54	116	78	667	574	68	68	0	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F6-L1_e0017-1-C-F6"	16164	23780	14375	6996	8558	7226	2209	3504	6293	0	7411	1630	2652	2896	1325	1169	98	8	423	67	53	59	138	137	7	27	0	7	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F6-L2_e0017-2-C-F6"	7092	13586	7682	6503	6970	8129	1360	116	6897	0	1611	554	1352	73	1070	378	89	7	278	56	170	87	60	143	28	29	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F6-L3_e0017-3-C-F6"	16643	26795	12387	10473	17044	5992	2029	2722	7876	0	8607	1131	2480	1139	1134	722	577	10	624	77	48	58	245	147	27	34	0	9	11	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F7-L0_e0017-0-C-F7"	20991	51691	16927	16217	1494	13663	10743	501	10493	0	4092	1597	2307	2975	4298	585	21	24	949	17	101	112	736	692	102	96	0	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F7-L1_e0017-1-C-F7"	19667	38826	17858	14802	4620	5887	11009	4471	12617	0	2393	2201	3873	3990	1620	1596	21	8	828	116	336	135	214	170	40	19	0	7	11	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F7-L2_e0017-2-C-F7"	10803	20121	11105	9717	12237	11536	1684	235	10086	0	2304	787	2254	46	1461	607	169	16	404	102	208	116	119	65	54	30	0	23	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F7-L3_e0017-3-C-F7"	16858	38659	13739	15711	11493	4581	6962	1739	9340	0	2286	1409	2755	3106	925	965	43	0	707	106	248	56	250	218	41	49	0	0	7	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F8-L0_e0017-0-C-F8"	21352	45203	12035	14174	1043	14150	6534	113	7370	0	3716	1114	2738	3740	2565	365	13	13	715	29	92	72	537	856	94	78	0	26	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F8-L1_e0017-1-C-F8"	19132	36984	17682	17153	5053	12015	3727	4045	12466	0	2371	2310	4124	3956	1018	750	138	9	991	136	257	74	75	65	35	27	0	12	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F8-L2_e0017-2-C-F8"	11303	20912	13736	8928	15996	13094	1345	281	10059	0	2449	726	2363	110	1561	643	287	14	483	123	322	146	102	162	62	33	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F8-L3_e0017-3-C-F8"	23431	28969	12324	8893	9875	4644	2573	1350	5856	0	2028	1274	2539	1582	1111	617	335	5	722	108	212	58	221	223	18	24	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F9-L0_e0017-0-C-F9"	22165	44676	10900	18603	649	13733	8082	2026	8590	0	4943	1684	3607	4681	1418	418	40	30	470	53	20	134	548	411	139	64	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F9-L1_e0017-1-C-F9"	20874	32567	13388	8614	7070	4133	2605	5207	9186	0	1767	1711	1880	3315	564	801	195	0	712	120	268	107	69	89	44	33	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F9-L2_e0017-2-C-F9"	7234	27254	15331	10414	11285	15380	753	11343	17407	0	9781	757	2599	58	651	299	616	88	480	179	0	257	70	23	92	28	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F9-L3_e0017-3-C-F9"	22445	35831	13846	13003	15919	5110	4021	2811	7838	0	2218	1350	2410	498	934	699	267	0	771	123	250	78	194	213	27	43	0	6	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G1-L0_e0017-0-C-G1"	28369	38765	2996	19448	5404	2409	4833	8210	8099	165	6028	1080	2815	0	2196	0	98	125	436	197	0	19	12	0	32	64	53	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G1-L1_e0017-1-C-G1"	29806	34199	1616	20808	6269	8290	2089	13070	9520	120	1875	1779	3333	5333	953	0	0	536	711	156	0	146	16	72	90	92	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G1-L2_e0017-2-C-G1"	11354	25743	832	8551	1930	1373	1454	20750	3810	267	4027	543	1763	0	1013	0	621	276	227	113	0	52	36	0	26	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G1-L3_e0017-3-C-G1"	15574	19390	1082	10457	5754	1854	773	11261	4018	0	823	1004	2144	2489	609	0	0	401	438	56	0	0	19	76	12	40	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G10-L0_e0017-0-C-G10"	20854	39720	208	22893	376	4001	4596	3792	10763	110	1694	1618	3974	3162	817	0	0	210	796	67	0	16	0	127	14	174	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G10-L1_e0017-1-C-G10"	20896	46832	113	18537	2852	927	5359	1586	6995	839	2223	1543	2157	1794	4272	0	0	705	433	107	0	78	0	54	46	136	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G10-L2_e0017-2-C-G10"	7355	14140	1861	8039	7250	2465	908	223	5639	117	1322	673	1112	95	458	259	119	203	381	96	3	236	15	26	37	77	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G10-L3_e0017-3-C-G10"	7572	22785	482	11558	14716	3182	1742	1013	3513	17873	1267	959	1694	1727	854	0	0	553	622	131	0	57	9	0	39	95	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G11-L0_e0017-0-C-G11"	11874	34693	113	19190	189	2509	2506	1153	7059	3431	1486	1415	2539	3153	845	0	0	137	624	45	0	3	0	64	11	193	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G11-L1_e0017-1-C-G11"	9831	26204	276	11260	2659	240	3867	823	4934	1135	926	1009	1082	1310	3147	720	0	504	397	7	0	44	100	43	35	134	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G11-L2_e0017-2-C-G11"	2194	13474	1370	7925	4349	2026	1589	753	5526	2555	1204	533	1079	13	462	516	128	168	365	65	0	125	0	121	18	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G11-L3_e0017-3-C-G11"	6647	16007	6256	6329	11396	838	885	18	2778	3697	1367	626	1364	62	528	112	24	138	446	54	0	0	61	0	9	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G12-L0_e0017-0-C-G12"	23195	35850	203	18156	3874	1945	7408	27	6498	126	5781	851	2536	1058	4647	0	22	57	244	107	0	6	0	15	31	0	65	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G12-L1_e0017-1-C-G12"	17501	29102	2477	15604	2461	781	3517	639	4978	267	1317	1017	2126	979	2411	580	0	270	294	0	0	12	118	21	28	116	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G12-L2_e0017-2-C-G12"	4897	18337	4184	9330	6453	1187	2860	157	6497	23	4451	646	1464	0	1570	419	112	50	254	64	0	54	95	11	17	19	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G12-L3_e0017-3-C-G12"	13293	20045	11778	11158	8060	3962	4511	145	4315	624	1767	1031	1944	22	1061	137	509	102	631	0	11	0	313	0	10	47	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G2-L0_e0017-0-C-G2"	17087	48482	0	27212	3088	1466	6160	22570	4552	2721	2665	1087	3828	0	1426	0	196	418	922	341	0	117	20	79	42	155	17	0	5	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G2-L1_e0017-1-C-G2"	36138	40804	2331	26875	7608	8688	2242	21109	11802	126	1797	2151	3549	5225	858	0	0	859	856	170	0	142	12	82	49	85	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G2-L2_e0017-2-C-G2"	4989	28498	19	13448	4333	4114	2329	13346	4437	18957	922	671	1519	0	860	0	282	390	414	122	0	77	12	56	28	83	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G2-L3_e0017-3-C-G2"	28180	27423	792	14882	6266	1773	1261	10898	4640	0	1021	1434	2843	3718	903	0	0	899	459	64	0	0	13	79	32	74	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G3-L0_e0017-0-C-G3"	21819	37932	1450	20728	806	3685	4550	15560	14113	0	2223	1465	2793	7448	664	0	6	104	876	176	0	152	11	269	56	31	0	16	5	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G3-L1_e0017-1-C-G3"	18469	37172	1420	22491	8333	7569	2675	17687	11489	9066	1811	1945	3620	5156	813	0	0	511	773	177	0	158	13	127	47	89	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G3-L2_e0017-2-C-G3"	10442	22322	625	10197	1823	2235	694	17493	6871	191	1075	740	1329	1067	565	0	387	156	511	79	0	74	11	66	34	32	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G3-L3_e0017-3-C-G3"	10646	30386	1434	17341	18857	5601	1139	3528	6094	15213	1946	1273	2815	2329	1179	0	0	773	770	146	0	3	14	233	43	93	0	11	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G4-L0_e0017-0-C-G4"	18086	43345	184	19373	170	1921	1949	11427	9799	106	1442	1715	3157	3559	649	0	0	143	786	79	0	8	0	120	4	62	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
